category,district,culutename,cultureaddress,organizationname,targetaudience,fee,description,thumbnailimage,startdate,enddate,isfree,portalurl
축제-문화/예술,종로구,[서대문구] 2024 서대문 문화유산 야행,서대문 독립공원 일대,서대문구청,누구나,무료,"[야경] 서대문형무소역사관, 임시정부기념관 무료 야간개장 [야사] 안산, 형무소역사관 가이드 투어 [야로] 미션투어(리워드 제공) [야설] 달빛 콘서트(가수 경서, 토리스, 퀸 등 출연),   [야시] 체험부스, 플리마켓 운영, [야화] 포토존 운영 [야숙,야식] sns 이벤트 추첨을 통한 상품권 제공",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4e6bf198fb9c40cbad3b0fabf518b73a&thumb=Y,2024. 10. 18,2024. 10. 19,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149466&menuNo=200010
축제-전통/역사,종로구,2024 한양도성 달빛야행,양도성 낙산구간(한성대 입구역~낙산공원 놀이마당 일대),서울시청,시민 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=30fd702e90934d0dba4c26735c379a77&thumb=Y,2024. 10. 18,2024. 10. 19,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150141&menuNo=200010
교육/체험,종로구,[서울책보고] 문학낭독공연 - 10월의 책 『가시고기』,서울책보고,서울책보고,선착순 (50명),,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=89aa45a51e7b4d1686a8c463488e0b96&thumb=Y,2024. 10. 18,2024. 10. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149894&menuNo=200011
연극,종로구,[운현궁] 운현궁 스토리텔링 음악극 [상현망],운현궁 노락당,운현궁,사전예약자 50명,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4fcb4565502c4394adc5772aa2c6c7be&thumb=Y,2024. 10. 18,2024. 10. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149805&menuNo=200008
교육/체험,종로구,[구로기적의도서관] 최고민수 박민수 작가의 주식특강,구로기적의도서관 2층 강당,구로구청,성인,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b4ad167dfe834b8eac3f72459d850c71&thumb=Y,2024. 10. 18,2024. 10. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150249&menuNo=200011
국악,종로구,[세종문화회관] 대한민국국악관현악축제-국립국악원 창작악단,세종M씨어터,세종문화회관,7세 이상 (2017년생부터 관람 가능),"전석 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=074805b4fd194427997e382de4951ea3&thumb=Y,2024. 10. 18,2024. 10. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149343&menuNo=200008
클래식,종로구,[세종문화회관] 2024년 서울예술콘서바토리 성악교수음악회,꿈의숲아트센터 콘서트홀,세종문화회관,7세 이상 관람 가능,"전석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6ad51ad5b4b3485999c3dc88f52f9362&thumb=Y,2024. 10. 18,2024. 10. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150251&menuNo=200008
클래식,종로구,[서울시립교향악단] 2024 서울시향 뮤지엄 콘서트,서울시립 북서울미술관 로비,서울시립교향악단,초등학생 이상 관람가,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5063f8a8c7bd4c388ebe91f3e4287dc5&thumb=Y,2024. 10. 18,2024. 10. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149585&menuNo=200008
연극,종로구,2024년 야간 공연 관람권_[바다를 넘어온 나무],대학로예술극장 소극장,기타,만 13세 이상,"야간 공연 관람권 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d828952d906140fdaed031c20ad2221c&thumb=Y,2024. 10. 18,2024. 10. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149966&menuNo=200008
클래식,종로구,[마포문화재단] 제9회 M 클래식 축제 - 교향악 시리즈 Ⅱ [메인콘서트],마포아트센터 아트홀맥,마포문화재단,8세이상 관람가능 (미취학아동 입장불가),"R석 30,000원 / S석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4dc12abc26e944c38e7df2a34212bb17&thumb=Y,2024. 10. 18,2024. 10. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149963&menuNo=200008
교육/체험,종로구,[서울도서관] 서울 문화의 밤(10월) 행사 - 김선지 작가와 방구석 북토크,서울도서관 1층 생각마루,서울도서관,서울도서관 회원 (80명),,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dacb032f5918461584bdfd1cfa64924a&thumb=Y,2024. 10. 18,2024. 10. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150042&menuNo=200011
교육/체험,종로구,"[서울시립미술관] 천경자 탄생 100주년 기념 《격변의 시대, 여성 삶 예술》 큐레이터 토크",서소문본관 3층 퍼블릭 프로그램 라운지,서울시립미술관,직장인 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5a45ced6adca464ab27cb0f474b79842&thumb=Y,2024. 10. 18,2024. 10. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150086&menuNo=200011
교육/체험,종로구,[한성백제박물관] 24년 하반기 초등 4~6학년 단체 대면 교육 [마을을 넘어 한성으로],한성백제박물관 교육실,한성백제박물관,초등생,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=927a1ed176c2479f81a673e9e7aefb9d&thumb=Y,2024. 10. 17,2024. 12. 12,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149492&menuNo=200011
교육/체험,종로구,[서울역사박물관] 2024년 하반기 서울역사박물관대학 46기,서울역사박물관 학습실,서울역사박물관,성인,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c1692cc389264dba9d014b917536cf66&thumb=Y,2024. 10. 17,2024. 12. 5,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150077&menuNo=200011
전시/미술,종로구,"오온의 기획전: 친하게 벗하며, 나가고 머물기",오온,기타,누구나,"3,500원 (카페 이용시 무료)",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=90c668ecc9b643aab2de2258f85df803&thumb=Y,2024. 10. 17,2024. 11. 10,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150490&menuNo=200009
전시/미술,종로구,[노원문화재단] 경춘선숲길 갤러리 기획전시 [당신의 흐릿해진 기억 속],경춘선숲길 갤러리,노원문화재단,누구나,무료,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bb06f0451820425eae70eeeca5ad26a2&thumb=Y,2024. 10. 17,2024. 11. 10,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149979&menuNo=200009
전시/미술,종로구,2024 성북 신문인사 프로젝트 [이태준: 달밤은 그에게도 유감한 듯하였다] 展,서울시 성북로 75,성북문화재단,누구나,,신문인사 프로젝트는 성북의 근현대 문인들과 그들의 작품 세계를 동시대 예술가들의 다양한 시선으로 재해석하여 그 의미를 동시대로 확장하기 위해 기획했습니다. 2024년에는 이태준 탄생 120주년을 맞는 소설가  '이태준(1904~?)'과 그의 문학 세계를 다루고자 합니다. ,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2a9e6f5d9ddb403e8a54ddc0d10a62bb&thumb=Y,2024. 10. 17,2024. 11. 9,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149711&menuNo=200009
전시/미술,종로구,[서울시립미술관] 미술관 접근성 향상 프로그램 [움직여보자! 몸으로 만나는 미술관],서울시립미술관 서소문본관 1층 로비,서울시립미술관,"만55세 이상 시니어, 파킨슨 환우",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c97119bae1e548d4aa2e9a2f4a6e3987&thumb=Y,2024. 10. 17,2024. 10. 31,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149356&menuNo=200009
축제-문화/예술,종로구,[서울디자인재단] 서울디자인 2024,DDP(동대문디자인플라자) 및 서울시 일대,서울디자인재단,누구나,"전시 입장권 : 12,000원 / 컨퍼런스 입장권 : 1일권 180,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=688e8cf7264940ce9af5523d8f494805&thumb=Y,2024. 10. 17,2024. 10. 27,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149174&menuNo=200010
축제-기타,종로구,[서울디자인재단] 2024 그린칩스 페스티벌,"성수 프로젝트렌트 올드타운점, 서촌라운지, DDP아트홀1관",서울디자인재단,누구나,"무료, ※일부 장소(DDP)는 서울디자인2024 티켓 소지자에 한해 입장가능",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a67f33bc7f164ceab6c1866a38af3573&thumb=Y,2024. 10. 17,2024. 10. 27,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149518&menuNo=200010
전시/미술,종로구,[서울디자인재단] 중소기업 산업디자인개발 전시,DDP아트홀1관,서울디자인재단,누구나,"서울디자인2024 티켓 소지자에 한해 입장가능 (정상가 12,000원)",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ab141392cd584b03b8d2987b3effb96d&thumb=Y,2024. 10. 17,2024. 10. 27,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149517&menuNo=200009
축제-기타,종로구,[서울디자인재단] DDP디자인론칭페어,DDP아트홀1관,서울디자인재단,누구나,"티켓 소지자에 한해 입장가능 (정상가 12,000원)",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1b24e48f3b004eed8e722febcf6dac73&thumb=Y,2024. 10. 17,2024. 10. 27,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149512&menuNo=200010
축제-시민화합,종로구,2024 불교문화대전,조계사 특설무대 및 전통문화예술공연장,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2ce9b6396bc04fefb39587f8e971c69a&thumb=Y,2024. 10. 17,2024. 10. 24,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150242&menuNo=200010
기타,종로구,"[10월/도서관 초대석] 해피 워키 엔딩, 잘 살려고 하는 일이니까 (총 2강좌)",마포구립서강도서관 (1강 : 3층 세미나실 / 2강 : 4층 어린이자료실),마포구청,일반 30명,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0f30c97b958148fe94de6563df7d8237&thumb=Y,2024. 10. 17,2024. 10. 24,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149900&menuNo=200013
기타,종로구,[책읽는 서울광장] 10월 3주차 프로그램 안내,서울광장,서울도서관,시민 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2294740863184466b3bf5a590c05a583&thumb=Y,2024. 10. 17,2024. 10. 20,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150309&menuNo=200013
콘서트,종로구,[세종문화회관] 2024 이적 콘서트 [이적의 노래들],세종대극장,세종문화회관,7세 이상 (2017년 이후 출생),"99,000원~165,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=df3ba06a9a5d4f62804ef927cbdd0b4e&thumb=Y,2024. 10. 17,2024. 10. 20,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149237&menuNo=200008
연극,종로구,[송파문화재단] 연극 《낯선사이》,송파글마루도서관 숲속극장,송파문화재단,7세 이상 관람 가능 (2018년 이전 출생자),무료/ 1일(80석) 선착순 예매 ,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=79fecce82c7b4678a57187461ae3bb0e&thumb=Y,2024. 10. 17,2024. 10. 20,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150038&menuNo=200008
연극,종로구,[보광극장] 사신수는 내 친구,보광극장 ,기타,만 7세 이상,"30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8b0a4d59af8743ebbe445ce4cfd667af&thumb=Y,2024. 10. 17,2024. 10. 19,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150098&menuNo=200008
무용,종로구,[국립현대무용단] 내가 물에서 본 것,"LG아트센터 서울, LG SIGNATURE 홀",기타,중학생 이상 관람,"R석 60,000원, S석 50,000원, A석 30,000원, B석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f218ee3944e44ffaa0d637b89738b660&thumb=Y,2024. 10. 17,2024. 10. 19,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149677&menuNo=200008
클래식,종로구,[세종문화회관] 낭만적인 낭만,세종체임버홀,세종문화회관,2017년생~,"전석 50,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=963d69a7390a423b9c481861ffc9d2ac&thumb=Y,2024. 10. 17,2024. 10. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144996&menuNo=200008
연극,종로구,[강북문화재단] 연극 [로제타],강북문화예술회관 강북소나무홀,강북문화재단,7세 이상,"전석 40,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=646dfe874e694373845923a2ebbd71ab&thumb=Y,2024. 10. 17,2024. 10. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149575&menuNo=200008
국악,종로구,지역 & 청년 우수공연 [끌올 프로젝트],이화여자대학교 삼성홀,기타,누구나,"15,000 ~ 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9c62b3dcda82484dac5187fa7df25525&thumb=Y,2024. 10. 17,2024. 10. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149866&menuNo=200008
클래식,종로구,[마포문화재단] 제9회 M 클래식 축제 - 트리오 오원 리사이틀,마포아트센터 아트홀맥,마포문화재단,8세이상 관람가능 (미취학아동 입장불가),"R석 30,000원 / S석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=70379a1adbd74edcb493c534a01be91f&thumb=Y,2024. 10. 17,2024. 10. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149961&menuNo=200008
교육/체험,종로구,[서울도서관] 책읽는 서울광장 특별강연 직장인을 위한 근사하게 나이드는 7P,서울도서관 1층 생각마루,서울도서관,서울도서관 회원,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=923e4f8c11f84e2da84f61dbcdd12f48&thumb=Y,2024. 10. 17,2024. 10. 17,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150096&menuNo=200011
콘서트,종로구,[서울역사박물관] 서울시립교향악단 뮤지엄 콘서트,서울역사박물관 1층 로비,서울역사박물관,초등학생 이상 관람가,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=10d413546e0247c1bd4e0bb5dba44f0f&thumb=Y,2024. 10. 17,2024. 10. 17,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150027&menuNo=200008
교육/체험,종로구,"[서울아트책보고] Chaek보고 Chaek놀고 :색깔 뽑기 놀이, 나비 만들기",서울아트책보고 워크숍룸,서울아트책보고,5~7세 +보호자 1인,"5,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=04f5f10b10de4842b139efef589b715d&thumb=Y,2024. 10. 17,2024. 10. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150023&menuNo=200011
클래식,종로구,[세종문화회관] 제2회 서울 음악교사 정기연주회,꿈의숲아트센터 콘서트홀,세종문화회관,7세 이상 관람 가능,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=65443ede5e6b4d9a86df6949b449aa64&thumb=Y,2024. 10. 17,2024. 10. 17,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150010&menuNo=200008
콘서트,종로구,[강남문화재단] 제988회 목요예술무대 [피아니스트 고희안과 떠나는 JAZZ TRIP CONCERT],강남씨어터,강남문화재단,만 7세 이상,"전석 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fd459bb810db4504a4453d5eb0e0014e&thumb=Y,2024. 10. 17,2024. 10. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149543&menuNo=200008
클래식,종로구,[살롱클래식] 백은교 바이올린 독주회,서울 서초구 반포대로 20 정주빌딩 2층 라율아트홀,기타,미취학 아동 이상 누구나,"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=47d9ebc5e1e848469d829f63ed29721f&thumb=Y,2024. 10. 17,2024. 10. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149520&menuNo=200008
클래식,종로구,[서초문화재단] 서리풀 재즈페스타 [Jazz & Classic],반포심산아트홀,서초문화재단,초등학생이상,"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a965a3ca51fc4697a73a3fd106e09d3f&thumb=Y,2024. 10. 17,2024. 10. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149350&menuNo=200008
국악,종로구,[세종문화회관] 대한민국국악관현악축제-전북특별자치도립국악원 관현악단,세종M씨어터,세종문화회관,7세 이상 (2017년생부터 관람 가능),"전석 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=42fe392218c144e983edbadfc0abb441&thumb=Y,2024. 10. 17,2024. 10. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149342&menuNo=200008
교육/체험,종로구,2024 가을학기 무용학교 [몸으로 좋은 이야기 하기],국립현대무용단 댄스하우스,기타,50세 이상 누구나,"320,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f67c63d49a2145b1bc4f1fc41b82727f&thumb=Y,2024. 10. 16,2024. 11. 27,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149889&menuNo=200011
전시/미술,종로구,[서울생활문화센터 서교] 여성캘리그라피 작가협회 개인부스전,서울생활문화센터 서교 로비,서울생활문화센터-서교,시민 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ab8919ed50e6411882dbb43ee1cbed1f&thumb=Y,2024. 10. 16,2024. 11. 14,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150298&menuNo=200009
전시/미술,종로구,진영 개인전 [사이],아르떼케이,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bb416ff19cad4c2ea1d437dbcab9b62e&thumb=Y,2024. 10. 16,2024. 11. 6,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150210&menuNo=200009
전시/미술,종로구,[세종뮤지엄갤러리] 정일영 기획초대전 [걸어 들어 가다],세종대학교 대양AI센터 지하1층 세종뮤지엄갤러리,기타,전체,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bd03b244593749558c8631fa0f760630&thumb=Y,2024. 10. 16,2024. 11. 3,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150195&menuNo=200009
교육/체험,종로구,[구립증산정보도서관]  10월 책 읽어주는 사서 [책으로 자라나는 우리!],1층 가족열람실,은평구청, 4~7세 유아 ,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0b3f9d5781364d0fa097c056d0c4aa81&thumb=Y,2024. 10. 16,2024. 10. 30,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150025&menuNo=200011
전시/미술,종로구,[세종뮤지엄갤러리] 박동윤 기획초대전 : 한국의 전통과 현대를 융합한 예술적 탐구,"세종뮤지엄갤러리(서울특별시 광진구 능동로 209, 세종대학교 대양AI센터 지하2층)",기타,전체관람가,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=76872538451c4a3092a688b160f1bacd&thumb=Y,2024. 10. 16,2024. 10. 27,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150244&menuNo=200009
교육/체험,종로구,[서울문화재단] [우리가 궁금했던 예술] 우리 삶 속의 연극,서울문화예술교육센터 양천,서울문화재단,"연극이 궁금한 성인, 연극과 관련해서 이야기 나눠보고 싶은 성인",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=40c57a01729c44ad9db6a4f1227b7d1b&thumb=Y,2024. 10. 16,2024. 10. 23,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150311&menuNo=200011
전시/미술,종로구,"[세종문화회관] 한국화여성작가회 제 25회 정기전 [한국화의 전통과 변주, 그 양날의 칼]",세종미술관 2관,세종문화회관,전 연령,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=93045cef36f447b7a6329b7c212fa7c5&thumb=Y,2024. 10. 16,2024. 10. 21,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150269&menuNo=200009
전시/미술,종로구,길 위의 의자 [이보령 사진전],갤러리 인덱스,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2e6dbb5f1a97442096e0818bd2eb7545&thumb=Y,2024. 10. 16,2024. 10. 21,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150279&menuNo=200009
연극,종로구,[세종문화회관] 연극 [코다],꿈의숲 퍼포먼스홀,세종문화회관,12세 이상 관람 가능,"전석 35,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6497625c2f454ec489e241cb5f98f8d8&thumb=Y,2024. 10. 16,2024. 10. 20,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150225&menuNo=200008
축제-자연/경관,종로구,[2024 한강페스티벌-가을] 겸재 정선 그림 뱃놀이,여의도한강공원 관공선 선착장(르네상스호) / 여의도↔방화대교,한강사업본부,일반시민(제한없음) * 만 12세 미만은 보호자 동반 예약 필수,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=351bc31e7fdc40c4aae9083dc61aabec&thumb=Y,2024. 10. 16,2024. 10. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150139&menuNo=200010
클래식,종로구,[마포문화재단] 제9회 M 클래식 축제 보헤미아의 숲에서 Ⅲ,마포아트센터 플레이맥,마포문화재단,8세이상 관람가능,"전석 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=59bf308f91134bd58e95826ebc05546e&thumb=Y,2024. 10. 16,2024. 10. 16,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149078&menuNo=200008
클래식,종로구,[서울시립교향악단] 2024 서울시향 뮤지엄 콘서트,한성백제박물관 로비,서울시립교향악단,초등학생 이상 관람가,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e8ca58e3d5614f4880e23ee9ad3778df&thumb=Y,2024. 10. 16,2024. 10. 16,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149580&menuNo=200008
교육/체험,종로구,[서울시립미술관] 예술가의 런치박스 [황문정 '지구상회 : 초밥 팩토리'],서소문 본관 3층 프로젝트 갤러리,서울시립미술관,"직장인, 성인","10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=83abd000e01e43f5b273616112ae82b3&thumb=Y,2024. 10. 16,2024. 10. 16,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149908&menuNo=200011
국악,종로구,[세종문화회관] 대한민국국악관현악축제-평택시립국악관현악단,세종M씨어터,세종문화회관,7세 이상 (2017년생부터 관람 가능),"전석 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=108afe4944d24050b8d287b339b39f89&thumb=Y,2024. 10. 16,2024. 10. 16,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149338&menuNo=200008
교육/체험,종로구,[구립증산정보도서관] 2024 참여예산 지원사업 [행복을 전하는 요술풍선 원데이 클래스],지하문화강좌실,은평구청,지역주민 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0a75946c3c7744d5af85f5946a109336&thumb=Y,2024. 10. 16,2024. 10. 16,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149887&menuNo=200011
국악,종로구,[서울돈화문국악당] 구이임 [노래의 자세 ; 한아하고 흐드러진],서울돈화문국악당 공연장,서울돈화문국악당,전체관람가,"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ebe69260c9064d84a5139cd119edd96c&thumb=Y,2024. 10. 16,2024. 10. 16,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149529&menuNo=200008
전시/미술,종로구,[서울디자인재단] 공산품미학,동대문디자인플라자(DDP) 뮤지엄 3층 둘레길갤러리,동대문디자인플라자,전체관람가,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=352ec0509a9f4227bfa36b8acca1ab57&thumb=Y,2024. 10. 15,2025. 3. 3,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150259&menuNo=200009
전시/미술,종로구,[소마미술관] 상설조각체험전_올림픽조각체험프로젝트#01,소마미술관2관 전시기획실,기타,누구나,"*오픈기념할인: 3,000원(정가 5,000원)",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2c13d22f2b3147d6a8f71d136a5614c4&thumb=Y,2024. 10. 15,2025. 2. 16,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150125&menuNo=200009
교육/체험,종로구,[강동문화재단]  계간 생활문화 프로그램 : K-pop과 함께하는 스트릿 강동 파이터!,모두랑 대연습실#2,강동문화재단,성인,"150,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c8a8157ea7d24bdfa78b625b3c02cbf6&thumb=Y,2024. 10. 15,2024. 12. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150032&menuNo=200011
축제-문화/예술,종로구,[서대문구] 2024 신촌문화발전소 청년예술 창작지원사업 발표주간,신촌문화발전소 ,기타,누구나,무료,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c85f37fe5660464885a2b8ca21e0d6c5&thumb=Y,2024. 10. 15,2024. 11. 30,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150145&menuNo=200010
전시/미술,종로구,[슈페리어갤러리] 고마운 공존(共存),슈페리어갤러리 제1전시실,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e46b78b32d9e40d085bbad795464f365&thumb=Y,2024. 10. 15,2024. 11. 12,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150218&menuNo=200009
전시/미술,종로구,[서울시립 북서울미술관] 2024 신진미술인 지원 프로그램 - 감동환 개인전 《비버의 집으로》,서울시립 북서울미술관 2층 유휴공간,서울시립북서울미술관,시민 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f8c36a0a6ce54cc782b97f4bc99a40e6&thumb=Y,2024. 10. 15,2024. 11. 3,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150011&menuNo=200009
